timestamp,dbName,deadlocks
2023-07-22 16:58:59,postgres,0
2023-07-22 16:58:59,explorer,0
2023-07-22 16:58:59,template1,0
2023-07-22 16:58:59,template0,0
2023-07-22 16:59:09,postgres,0
2023-07-22 16:59:09,explorer,0
2023-07-22 16:59:09,template1,0
2023-07-22 16:59:09,template0,0
2023-07-22 16:59:19,postgres,0
2023-07-22 16:59:19,explorer,0
2023-07-22 16:59:19,template1,0
2023-07-22 16:59:19,template0,0
2023-07-22 16:59:29,postgres,0
2023-07-22 16:59:29,explorer,0
2023-07-22 16:59:29,template1,0
2023-07-22 16:59:29,template0,0
2023-07-22 16:59:39,postgres,0
2023-07-22 16:59:39,explorer,0
2023-07-22 16:59:39,template1,0
2023-07-22 16:59:39,template0,0
2023-07-22 16:59:49,postgres,0
2023-07-22 16:59:49,explorer,0
2023-07-22 16:59:49,template1,0
2023-07-22 16:59:49,template0,0
2023-07-22 16:59:59,postgres,0
2023-07-22 16:59:59,explorer,0
2023-07-22 16:59:59,template1,0
2023-07-22 16:59:59,template0,0
2023-07-22 17:00:09,postgres,0
2023-07-22 17:00:09,explorer,0
2023-07-22 17:00:09,template1,0
2023-07-22 17:00:09,template0,0
2023-07-22 17:00:19,postgres,0
2023-07-22 17:00:19,explorer,0
2023-07-22 17:00:19,template1,0
2023-07-22 17:00:19,template0,0
2023-07-22 17:00:29,postgres,0
2023-07-22 17:00:29,explorer,0
2023-07-22 17:00:29,template1,0
2023-07-22 17:00:29,template0,0
2023-07-22 17:00:39,postgres,0
2023-07-22 17:00:39,explorer,0
2023-07-22 17:00:39,template1,0
2023-07-22 17:00:39,template0,0
2023-07-22 17:00:49,postgres,0
2023-07-22 17:00:49,explorer,0
2023-07-22 17:00:49,template1,0
2023-07-22 17:00:49,template0,0
2023-07-22 17:00:59,postgres,0
2023-07-22 17:00:59,explorer,0
2023-07-22 17:00:59,template1,0
2023-07-22 17:00:59,template0,0
2023-07-22 17:01:09,postgres,0
2023-07-22 17:01:09,explorer,0
2023-07-22 17:01:09,template1,0
2023-07-22 17:01:09,template0,0
2023-07-22 17:01:19,postgres,0
2023-07-22 17:01:19,explorer,0
2023-07-22 17:01:19,template1,0
2023-07-22 17:01:19,template0,0
2023-07-22 17:01:29,postgres,0
2023-07-22 17:01:29,explorer,0
2023-07-22 17:01:29,template1,0
2023-07-22 17:01:29,template0,0
2023-07-22 17:01:39,postgres,0
2023-07-22 17:01:39,explorer,0
2023-07-22 17:01:39,template1,0
2023-07-22 17:01:39,template0,0
2023-07-22 17:01:49,postgres,0
2023-07-22 17:01:49,explorer,0
2023-07-22 17:01:49,template1,0
2023-07-22 17:01:49,template0,0
2023-07-22 17:01:59,postgres,0
2023-07-22 17:01:59,explorer,0
2023-07-22 17:01:59,template1,0
2023-07-22 17:01:59,template0,0
2023-07-22 17:02:09,postgres,0
2023-07-22 17:02:09,explorer,0
2023-07-22 17:02:09,template1,0
2023-07-22 17:02:09,template0,0
2023-07-22 17:02:19,postgres,0
2023-07-22 17:02:19,explorer,0
2023-07-22 17:02:19,template1,0
2023-07-22 17:02:19,template0,0
2023-07-22 17:02:29,postgres,0
2023-07-22 17:02:29,explorer,0
2023-07-22 17:02:29,template1,0
2023-07-22 17:02:29,template0,0
2023-07-22 17:02:39,postgres,0
2023-07-22 17:02:39,explorer,0
2023-07-22 17:02:39,template1,0
2023-07-22 17:02:39,template0,0
2023-07-22 17:02:49,postgres,0
2023-07-22 17:02:49,explorer,0
2023-07-22 17:02:49,template1,0
2023-07-22 17:02:49,template0,0
2023-07-22 17:02:59,postgres,0
2023-07-22 17:02:59,explorer,0
2023-07-22 17:02:59,template1,0
2023-07-22 17:02:59,template0,0
2023-07-22 17:03:09,postgres,0
2023-07-22 17:03:09,explorer,0
2023-07-22 17:03:09,template1,0
2023-07-22 17:03:09,template0,0
2023-07-22 17:03:19,postgres,0
2023-07-22 17:03:19,explorer,0
2023-07-22 17:03:19,template1,0
2023-07-22 17:03:19,template0,0
2023-07-22 17:03:29,postgres,0
2023-07-22 17:03:29,explorer,0
2023-07-22 17:03:29,template1,0
2023-07-22 17:03:29,template0,0
2023-07-22 17:03:39,postgres,0
2023-07-22 17:03:39,explorer,0
2023-07-22 17:03:39,template1,0
2023-07-22 17:03:39,template0,0
2023-07-22 17:03:49,postgres,0
2023-07-22 17:03:49,explorer,0
2023-07-22 17:03:49,template1,0
2023-07-22 17:03:49,template0,0
2023-07-22 17:03:59,postgres,0
2023-07-22 17:03:59,explorer,0
2023-07-22 17:03:59,template1,0
2023-07-22 17:03:59,template0,0
2023-07-22 17:04:09,postgres,0
2023-07-22 17:04:09,explorer,0
2023-07-22 17:04:09,template1,0
2023-07-22 17:04:09,template0,0
2023-07-22 17:04:19,postgres,0
2023-07-22 17:04:19,explorer,0
2023-07-22 17:04:19,template1,0
2023-07-22 17:04:19,template0,0
2023-07-22 17:04:29,postgres,0
2023-07-22 17:04:29,explorer,0
2023-07-22 17:04:29,template1,0
2023-07-22 17:04:29,template0,0
2023-07-22 17:04:39,postgres,0
2023-07-22 17:04:39,explorer,0
2023-07-22 17:04:39,template1,0
2023-07-22 17:04:39,template0,0
2023-07-22 17:04:49,postgres,0
2023-07-22 17:04:49,explorer,0
2023-07-22 17:04:49,template1,0
2023-07-22 17:04:49,template0,0
2023-07-22 17:04:59,postgres,0
2023-07-22 17:04:59,explorer,0
2023-07-22 17:04:59,template1,0
2023-07-22 17:04:59,template0,0
2023-07-22 17:05:09,postgres,0
2023-07-22 17:05:09,explorer,0
2023-07-22 17:05:09,template1,0
2023-07-22 17:05:09,template0,0
2023-07-22 17:05:19,postgres,0
2023-07-22 17:05:19,explorer,0
2023-07-22 17:05:19,template1,0
2023-07-22 17:05:19,template0,0
2023-07-22 17:05:29,postgres,0
2023-07-22 17:05:29,explorer,0
2023-07-22 17:05:29,template1,0
2023-07-22 17:05:29,template0,0
2023-07-22 17:05:39,postgres,0
2023-07-22 17:05:39,explorer,0
2023-07-22 17:05:39,template1,0
2023-07-22 17:05:39,template0,0
2023-07-22 17:05:49,postgres,0
2023-07-22 17:05:49,explorer,0
2023-07-22 17:05:49,template1,0
2023-07-22 17:05:49,template0,0
2023-07-22 17:05:59,postgres,0
2023-07-22 17:05:59,explorer,0
2023-07-22 17:05:59,template1,0
2023-07-22 17:05:59,template0,0
2023-07-22 17:06:09,postgres,0
2023-07-22 17:06:09,explorer,0
2023-07-22 17:06:09,template1,0
2023-07-22 17:06:09,template0,0
2023-07-22 17:06:19,postgres,0
2023-07-22 17:06:19,explorer,0
2023-07-22 17:06:19,template1,0
2023-07-22 17:06:19,template0,0
2023-07-22 17:06:29,postgres,0
2023-07-22 17:06:29,explorer,0
2023-07-22 17:06:29,template1,0
2023-07-22 17:06:29,template0,0
2023-07-22 17:06:39,postgres,0
2023-07-22 17:06:39,explorer,0
2023-07-22 17:06:39,template1,0
2023-07-22 17:06:39,template0,0
2023-07-22 17:06:49,postgres,0
2023-07-22 17:06:49,explorer,0
2023-07-22 17:06:49,template1,0
2023-07-22 17:06:49,template0,0
2023-07-22 17:06:59,postgres,0
2023-07-22 17:06:59,explorer,0
2023-07-22 17:06:59,template1,0
2023-07-22 17:06:59,template0,0
2023-07-22 17:07:09,postgres,0
2023-07-22 17:07:09,explorer,0
2023-07-22 17:07:09,template1,0
2023-07-22 17:07:09,template0,0
2023-07-22 17:07:19,postgres,0
2023-07-22 17:07:19,explorer,0
2023-07-22 17:07:19,template1,0
2023-07-22 17:07:19,template0,0
2023-07-22 17:07:29,postgres,0
2023-07-22 17:07:29,explorer,0
2023-07-22 17:07:29,template1,0
2023-07-22 17:07:29,template0,0
2023-07-22 17:07:39,postgres,0
2023-07-22 17:07:39,explorer,0
2023-07-22 17:07:39,template1,0
2023-07-22 17:07:39,template0,0
2023-07-22 17:07:49,postgres,0
2023-07-22 17:07:49,explorer,0
2023-07-22 17:07:49,template1,0
2023-07-22 17:07:49,template0,0
2023-07-22 17:07:59,postgres,0
2023-07-22 17:07:59,explorer,0
2023-07-22 17:07:59,template1,0
2023-07-22 17:07:59,template0,0
2023-07-22 17:08:09,postgres,0
2023-07-22 17:08:09,explorer,0
2023-07-22 17:08:09,template1,0
2023-07-22 17:08:09,template0,0
2023-07-22 17:08:19,postgres,0
2023-07-22 17:08:19,explorer,0
2023-07-22 17:08:19,template1,0
2023-07-22 17:08:19,template0,0
2023-07-22 17:08:29,postgres,0
2023-07-22 17:08:29,explorer,0
2023-07-22 17:08:29,template1,0
2023-07-22 17:08:29,template0,0
2023-07-22 17:08:39,postgres,0
2023-07-22 17:08:39,explorer,0
2023-07-22 17:08:39,template1,0
2023-07-22 17:08:39,template0,0
2023-07-22 17:08:49,postgres,0
2023-07-22 17:08:49,explorer,0
2023-07-22 17:08:49,template1,0
2023-07-22 17:08:49,template0,0
2023-07-22 17:08:59,postgres,0
2023-07-22 17:08:59,explorer,0
2023-07-22 17:08:59,template1,0
2023-07-22 17:08:59,template0,0
2023-07-22 17:09:09,postgres,0
2023-07-22 17:09:09,explorer,0
2023-07-22 17:09:09,template1,0
2023-07-22 17:09:09,template0,0
2023-07-22 17:09:19,postgres,0
2023-07-22 17:09:19,explorer,0
2023-07-22 17:09:19,template1,0
2023-07-22 17:09:19,template0,0
2023-07-22 17:09:29,postgres,0
2023-07-22 17:09:29,explorer,0
2023-07-22 17:09:29,template1,0
2023-07-22 17:09:29,template0,0
2023-07-22 17:09:39,postgres,0
2023-07-22 17:09:39,explorer,0
2023-07-22 17:09:39,template1,0
2023-07-22 17:09:39,template0,0
2023-07-22 17:09:49,postgres,0
2023-07-22 17:09:49,explorer,0
2023-07-22 17:09:49,template1,0
2023-07-22 17:09:49,template0,0
2023-07-22 17:09:59,postgres,0
2023-07-22 17:09:59,explorer,0
2023-07-22 17:09:59,template1,0
2023-07-22 17:09:59,template0,0
2023-07-22 17:10:09,postgres,0
2023-07-22 17:10:09,explorer,0
2023-07-22 17:10:09,template1,0
2023-07-22 17:10:09,template0,0
2023-07-22 17:10:19,postgres,0
2023-07-22 17:10:19,explorer,0
2023-07-22 17:10:19,template1,0
2023-07-22 17:10:19,template0,0
2023-07-22 17:10:29,postgres,0
2023-07-22 17:10:29,explorer,0
2023-07-22 17:10:29,template1,0
2023-07-22 17:10:29,template0,0
2023-07-22 17:10:39,postgres,0
2023-07-22 17:10:39,explorer,0
2023-07-22 17:10:39,template1,0
2023-07-22 17:10:39,template0,0
2023-07-22 17:10:49,postgres,0
2023-07-22 17:10:49,explorer,0
2023-07-22 17:10:49,template1,0
2023-07-22 17:10:49,template0,0
2023-07-22 17:10:59,postgres,0
2023-07-22 17:10:59,explorer,0
2023-07-22 17:10:59,template1,0
2023-07-22 17:10:59,template0,0
2023-07-22 17:11:09,postgres,0
2023-07-22 17:11:09,explorer,0
2023-07-22 17:11:09,template1,0
2023-07-22 17:11:09,template0,0
2023-07-22 17:11:19,postgres,0
2023-07-22 17:11:19,explorer,0
2023-07-22 17:11:19,template1,0
2023-07-22 17:11:19,template0,0
2023-07-22 17:11:29,postgres,0
2023-07-22 17:11:29,explorer,0
2023-07-22 17:11:29,template1,0
2023-07-22 17:11:29,template0,0
2023-07-22 17:11:39,postgres,0
2023-07-22 17:11:39,explorer,0
2023-07-22 17:11:39,template1,0
2023-07-22 17:11:39,template0,0
2023-07-22 17:11:49,postgres,0
2023-07-22 17:11:49,explorer,0
2023-07-22 17:11:49,template1,0
2023-07-22 17:11:49,template0,0
2023-07-22 17:11:59,postgres,0
2023-07-22 17:11:59,explorer,0
2023-07-22 17:11:59,template1,0
2023-07-22 17:11:59,template0,0
2023-07-22 17:12:09,postgres,0
2023-07-22 17:12:09,explorer,0
2023-07-22 17:12:09,template1,0
2023-07-22 17:12:09,template0,0
2023-07-22 17:12:19,postgres,0
2023-07-22 17:12:19,explorer,0
2023-07-22 17:12:19,template1,0
2023-07-22 17:12:19,template0,0
2023-07-22 17:12:29,postgres,0
2023-07-22 17:12:29,explorer,0
2023-07-22 17:12:29,template1,0
2023-07-22 17:12:29,template0,0
2023-07-22 17:12:39,postgres,0
2023-07-22 17:12:39,explorer,0
2023-07-22 17:12:39,template1,0
2023-07-22 17:12:39,template0,0
2023-07-22 17:12:49,postgres,0
2023-07-22 17:12:49,explorer,0
2023-07-22 17:12:49,template1,0
2023-07-22 17:12:49,template0,0
2023-07-22 17:12:59,postgres,0
2023-07-22 17:12:59,explorer,0
2023-07-22 17:12:59,template1,0
2023-07-22 17:12:59,template0,0
2023-07-22 17:13:09,postgres,0
2023-07-22 17:13:09,explorer,0
2023-07-22 17:13:09,template1,0
2023-07-22 17:13:09,template0,0
2023-07-22 17:13:19,postgres,0
2023-07-22 17:13:19,explorer,0
2023-07-22 17:13:19,template1,0
2023-07-22 17:13:19,template0,0
2023-07-22 17:13:29,postgres,0
2023-07-22 17:13:29,explorer,0
2023-07-22 17:13:29,template1,0
2023-07-22 17:13:29,template0,0
2023-07-22 17:13:39,postgres,0
2023-07-22 17:13:39,explorer,0
2023-07-22 17:13:39,template1,0
2023-07-22 17:13:39,template0,0
2023-07-22 17:13:49,postgres,0
2023-07-22 17:13:49,explorer,0
2023-07-22 17:13:49,template1,0
2023-07-22 17:13:49,template0,0
2023-07-22 17:13:59,postgres,0
2023-07-22 17:13:59,explorer,0
2023-07-22 17:13:59,template1,0
2023-07-22 17:13:59,template0,0
2023-07-22 17:14:09,postgres,0
2023-07-22 17:14:09,explorer,0
2023-07-22 17:14:09,template1,0
2023-07-22 17:14:09,template0,0
2023-07-22 17:14:19,postgres,0
2023-07-22 17:14:19,explorer,0
2023-07-22 17:14:19,template1,0
2023-07-22 17:14:19,template0,0
2023-07-22 17:14:29,postgres,0
2023-07-22 17:14:29,explorer,0
2023-07-22 17:14:29,template1,0
2023-07-22 17:14:29,template0,0
2023-07-22 17:14:39,postgres,0
2023-07-22 17:14:39,explorer,0
2023-07-22 17:14:39,template1,0
2023-07-22 17:14:39,template0,0
2023-07-22 17:14:49,postgres,0
2023-07-22 17:14:49,explorer,0
2023-07-22 17:14:49,template1,0
2023-07-22 17:14:49,template0,0
2023-07-22 17:14:59,postgres,0
2023-07-22 17:14:59,explorer,0
2023-07-22 17:14:59,template1,0
2023-07-22 17:14:59,template0,0
2023-07-22 17:15:09,postgres,0
2023-07-22 17:15:09,explorer,0
2023-07-22 17:15:09,template1,0
2023-07-22 17:15:09,template0,0
2023-07-22 17:15:19,postgres,0
2023-07-22 17:15:19,explorer,0
2023-07-22 17:15:19,template1,0
2023-07-22 17:15:19,template0,0
2023-07-22 17:15:29,postgres,0
2023-07-22 17:15:29,explorer,0
2023-07-22 17:15:29,template1,0
2023-07-22 17:15:29,template0,0
2023-07-22 17:15:39,postgres,0
2023-07-22 17:15:39,explorer,0
2023-07-22 17:15:39,template1,0
2023-07-22 17:15:39,template0,0
2023-07-22 17:15:49,postgres,0
2023-07-22 17:15:49,explorer,0
2023-07-22 17:15:49,template1,0
2023-07-22 17:15:49,template0,0
2023-07-22 17:15:59,postgres,0
2023-07-22 17:15:59,explorer,0
2023-07-22 17:15:59,template1,0
2023-07-22 17:15:59,template0,0
2023-07-22 17:16:09,postgres,0
2023-07-22 17:16:09,explorer,0
2023-07-22 17:16:09,template1,0
2023-07-22 17:16:09,template0,0
2023-07-22 17:16:19,postgres,0
2023-07-22 17:16:19,explorer,0
2023-07-22 17:16:19,template1,0
2023-07-22 17:16:19,template0,0
2023-07-22 17:16:29,postgres,0
2023-07-22 17:16:29,explorer,0
2023-07-22 17:16:29,template1,0
2023-07-22 17:16:29,template0,0
2023-07-22 17:16:39,postgres,0
2023-07-22 17:16:39,explorer,0
2023-07-22 17:16:39,template1,0
2023-07-22 17:16:39,template0,0
2023-07-22 17:16:49,postgres,0
2023-07-22 17:16:49,explorer,0
2023-07-22 17:16:49,template1,0
2023-07-22 17:16:49,template0,0
2023-07-22 17:16:59,postgres,0
2023-07-22 17:16:59,explorer,0
2023-07-22 17:16:59,template1,0
2023-07-22 17:16:59,template0,0
2023-07-22 17:17:09,postgres,0
2023-07-22 17:17:09,explorer,0
2023-07-22 17:17:09,template1,0
2023-07-22 17:17:09,template0,0
2023-07-22 17:17:19,postgres,0
2023-07-22 17:17:19,explorer,0
2023-07-22 17:17:19,template1,0
2023-07-22 17:17:19,template0,0
2023-07-22 17:17:29,postgres,0
2023-07-22 17:17:29,explorer,0
2023-07-22 17:17:29,template1,0
2023-07-22 17:17:29,template0,0
2023-07-22 17:17:39,postgres,0
2023-07-22 17:17:39,explorer,0
2023-07-22 17:17:39,template1,0
2023-07-22 17:17:39,template0,0
2023-07-22 17:17:49,postgres,0
2023-07-22 17:17:49,explorer,0
2023-07-22 17:17:49,template1,0
2023-07-22 17:17:49,template0,0
2023-07-22 17:17:59,postgres,0
2023-07-22 17:17:59,explorer,0
2023-07-22 17:17:59,template1,0
2023-07-22 17:17:59,template0,0
2023-07-22 17:18:09,postgres,0
2023-07-22 17:18:09,explorer,0
2023-07-22 17:18:09,template1,0
2023-07-22 17:18:09,template0,0
2023-07-22 17:18:19,postgres,0
2023-07-22 17:18:19,explorer,0
2023-07-22 17:18:19,template1,0
2023-07-22 17:18:19,template0,0
2023-07-22 17:18:29,postgres,0
2023-07-22 17:18:29,explorer,0
2023-07-22 17:18:29,template1,0
2023-07-22 17:18:29,template0,0
2023-07-22 17:18:39,postgres,0
2023-07-22 17:18:39,explorer,0
2023-07-22 17:18:39,template1,0
2023-07-22 17:18:39,template0,0
2023-07-22 17:18:49,postgres,0
2023-07-22 17:18:49,explorer,0
2023-07-22 17:18:49,template1,0
2023-07-22 17:18:49,template0,0
2023-07-22 17:18:59,postgres,0
2023-07-22 17:18:59,explorer,0
2023-07-22 17:18:59,template1,0
2023-07-22 17:18:59,template0,0
2023-07-22 17:19:09,postgres,0
2023-07-22 17:19:09,explorer,0
2023-07-22 17:19:09,template1,0
2023-07-22 17:19:09,template0,0
2023-07-22 17:19:19,postgres,0
2023-07-22 17:19:19,explorer,0
2023-07-22 17:19:19,template1,0
2023-07-22 17:19:19,template0,0
2023-07-22 17:19:29,postgres,0
2023-07-22 17:19:29,explorer,0
2023-07-22 17:19:29,template1,0
2023-07-22 17:19:29,template0,0
2023-07-22 17:19:39,postgres,0
2023-07-22 17:19:39,explorer,0
2023-07-22 17:19:39,template1,0
2023-07-22 17:19:39,template0,0
2023-07-22 17:19:49,postgres,0
2023-07-22 17:19:49,explorer,0
2023-07-22 17:19:49,template1,0
2023-07-22 17:19:49,template0,0
2023-07-22 17:19:59,postgres,0
2023-07-22 17:19:59,explorer,0
2023-07-22 17:19:59,template1,0
2023-07-22 17:19:59,template0,0
2023-07-22 17:20:09,postgres,0
2023-07-22 17:20:09,explorer,0
2023-07-22 17:20:09,template1,0
2023-07-22 17:20:09,template0,0
2023-07-22 17:20:19,postgres,0
2023-07-22 17:20:19,explorer,0
2023-07-22 17:20:19,template1,0
2023-07-22 17:20:19,template0,0
2023-07-22 17:20:29,postgres,0
2023-07-22 17:20:29,explorer,0
2023-07-22 17:20:29,template1,0
2023-07-22 17:20:29,template0,0
2023-07-22 17:20:39,postgres,0
2023-07-22 17:20:39,explorer,0
2023-07-22 17:20:39,template1,0
2023-07-22 17:20:39,template0,0
2023-07-22 17:20:49,postgres,0
2023-07-22 17:20:49,explorer,0
2023-07-22 17:20:49,template1,0
2023-07-22 17:20:49,template0,0
2023-07-22 17:20:59,postgres,0
2023-07-22 17:20:59,explorer,0
2023-07-22 17:20:59,template1,0
2023-07-22 17:20:59,template0,0
2023-07-22 17:21:09,postgres,0
2023-07-22 17:21:09,explorer,0
2023-07-22 17:21:09,template1,0
2023-07-22 17:21:09,template0,0
2023-07-22 17:21:19,postgres,0
2023-07-22 17:21:19,explorer,0
2023-07-22 17:21:19,template1,0
2023-07-22 17:21:19,template0,0
2023-07-22 17:21:29,postgres,0
2023-07-22 17:21:29,explorer,0
2023-07-22 17:21:29,template1,0
2023-07-22 17:21:29,template0,0
2023-07-22 17:21:39,postgres,0
2023-07-22 17:21:39,explorer,0
2023-07-22 17:21:39,template1,0
2023-07-22 17:21:39,template0,0
2023-07-22 17:21:49,postgres,0
2023-07-22 17:21:49,explorer,0
2023-07-22 17:21:49,template1,0
2023-07-22 17:21:49,template0,0
2023-07-22 17:21:59,postgres,0
2023-07-22 17:21:59,explorer,0
2023-07-22 17:21:59,template1,0
2023-07-22 17:21:59,template0,0
2023-07-22 17:22:09,postgres,0
2023-07-22 17:22:09,explorer,0
2023-07-22 17:22:09,template1,0
2023-07-22 17:22:09,template0,0
2023-07-22 17:22:19,postgres,0
2023-07-22 17:22:19,explorer,0
2023-07-22 17:22:19,template1,0
2023-07-22 17:22:19,template0,0
2023-07-22 17:22:29,postgres,0
2023-07-22 17:22:29,explorer,0
2023-07-22 17:22:29,template1,0
2023-07-22 17:22:29,template0,0
2023-07-22 17:22:39,postgres,0
2023-07-22 17:22:39,explorer,0
2023-07-22 17:22:39,template1,0
2023-07-22 17:22:39,template0,0
2023-07-22 17:22:49,postgres,0
2023-07-22 17:22:49,explorer,0
2023-07-22 17:22:49,template1,0
2023-07-22 17:22:49,template0,0
2023-07-22 17:22:59,postgres,0
2023-07-22 17:22:59,explorer,0
2023-07-22 17:22:59,template1,0
2023-07-22 17:22:59,template0,0
2023-07-22 17:23:09,postgres,0
2023-07-22 17:23:09,explorer,0
2023-07-22 17:23:09,template1,0
2023-07-22 17:23:09,template0,0
2023-07-22 17:23:19,postgres,0
2023-07-22 17:23:19,explorer,0
2023-07-22 17:23:19,template1,0
2023-07-22 17:23:19,template0,0
2023-07-22 17:23:29,postgres,0
2023-07-22 17:23:29,explorer,0
2023-07-22 17:23:29,template1,0
2023-07-22 17:23:29,template0,0
2023-07-22 17:23:39,postgres,0
2023-07-22 17:23:39,explorer,0
2023-07-22 17:23:39,template1,0
2023-07-22 17:23:39,template0,0
2023-07-22 17:23:49,postgres,0
2023-07-22 17:23:49,explorer,0
2023-07-22 17:23:49,template1,0
2023-07-22 17:23:49,template0,0
2023-07-22 17:23:59,postgres,0
2023-07-22 17:23:59,explorer,0
2023-07-22 17:23:59,template1,0
2023-07-22 17:23:59,template0,0
2023-07-22 17:24:09,postgres,0
2023-07-22 17:24:09,explorer,0
2023-07-22 17:24:09,template1,0
2023-07-22 17:24:09,template0,0
2023-07-22 17:24:19,postgres,0
2023-07-22 17:24:19,explorer,0
2023-07-22 17:24:19,template1,0
2023-07-22 17:24:19,template0,0
2023-07-22 17:24:29,postgres,0
2023-07-22 17:24:29,explorer,0
2023-07-22 17:24:29,template1,0
2023-07-22 17:24:29,template0,0
2023-07-22 17:24:39,postgres,0
2023-07-22 17:24:39,explorer,0
2023-07-22 17:24:39,template1,0
2023-07-22 17:24:39,template0,0
2023-07-22 17:24:49,postgres,0
2023-07-22 17:24:49,explorer,0
2023-07-22 17:24:49,template1,0
2023-07-22 17:24:49,template0,0
2023-07-22 17:24:59,postgres,0
2023-07-22 17:24:59,explorer,0
2023-07-22 17:24:59,template1,0
2023-07-22 17:24:59,template0,0
2023-07-22 17:25:09,postgres,0
2023-07-22 17:25:09,explorer,0
2023-07-22 17:25:09,template1,0
2023-07-22 17:25:09,template0,0
2023-07-22 17:25:19,postgres,0
2023-07-22 17:25:19,explorer,0
2023-07-22 17:25:19,template1,0
2023-07-22 17:25:19,template0,0
2023-07-22 17:25:29,postgres,0
2023-07-22 17:25:29,explorer,0
2023-07-22 17:25:29,template1,0
2023-07-22 17:25:29,template0,0
2023-07-22 17:25:39,postgres,0
2023-07-22 17:25:39,explorer,0
2023-07-22 17:25:39,template1,0
2023-07-22 17:25:39,template0,0
2023-07-22 17:25:49,postgres,0
2023-07-22 17:25:49,explorer,0
2023-07-22 17:25:49,template1,0
2023-07-22 17:25:49,template0,0
2023-07-22 17:25:59,postgres,0
2023-07-22 17:25:59,explorer,0
2023-07-22 17:25:59,template1,0
2023-07-22 17:25:59,template0,0
2023-07-22 17:26:09,postgres,0
2023-07-22 17:26:09,explorer,0
2023-07-22 17:26:09,template1,0
2023-07-22 17:26:09,template0,0
2023-07-22 17:26:19,postgres,0
2023-07-22 17:26:19,explorer,0
2023-07-22 17:26:19,template1,0
2023-07-22 17:26:19,template0,0
2023-07-22 17:26:29,postgres,0
2023-07-22 17:26:29,explorer,0
2023-07-22 17:26:29,template1,0
2023-07-22 17:26:29,template0,0
2023-07-22 17:26:39,postgres,0
2023-07-22 17:26:39,explorer,0
